29112,0.992,-0.056,0.184,-1.11,2.71,2.71,-80.136,-18.855,30.204,0,378
29132,0.996,-0.048,0.164,1.81,0.83,3.62,-79.647,-16.461,30.138,0,381
29154,1.000,-0.060,0.172,3.06,0.00,1.81,-79.566,-22.716,30.336,0,368
29174,1.012,-0.056,0.168,1.18,1.88,2.43,-80.080,-18.436,30.336,0,368
29196,1.008,-0.044,0.172,0.90,2.71,2.64,-80.017,-14.350,30.336,0,376
29216,1.008,-0.048,0.176,1.46,2.30,2.50,-79.748,-15.256,30.336,0,374
29237,1.000,-0.060,0.172,1.46,2.09,2.37,-79.682,-19.232,30.336,0,366
29258,0.992,-0.056,0.176,1.04,1.95,2.43,-79.459,-17.651,30.436,0,345
29279,0.992,-0.060,0.176,0.70,1.95,3.20,-79.310,-16.115,30.391,0,330
29300,0.996,-0.052,0.176,2.02,3.06,2.71,-80.213,-18.855,30.338,0,334
29321,0.996,-0.048,0.184,1.60,1.88,2.71,-79.025,-14.324,30.368,0,338
29341,1.008,-0.052,0.156,1.74,3.69,2.71,-80.741,-18.436,30.358,0,318
29363,1.004,-0.060,0.192,1.46,1.95,2.16,-78.676,-17.355,30.358,0,308
29383,1.012,-0.056,0.168,1.67,1.46,2.23,-80.080,-18.436,30.358,0,301
29405,1.008,-0.048,0.180,0.35,2.09,2.43,-79.535,-14.933,30.358,0,294
29425,1.004,-0.052,0.176,0.07,2.30,2.92,-79.647,-16.461,30.358,0,302
29446,1.004,-0.060,0.180,-0.70,2.30,2.99,-79.052,-18.062,30.269,0,327
29467,0.996,-0.060,0.184,-0.28,1.67,2.85,-79.119,-16.929,30.492,0,343
29488,0.992,-0.060,0.184,0.07,1.25,2.85,-79.288,-17.283,30.414,0,366
29509,0.992,-0.056,0.180,0.14,1.32,3.06,-79.246,-17.283,30.359,0,354
29530,1.000,-0.048,0.176,0.07,1.60,3.13,-79.667,-15.256,30.258,0,327
29550,1.000,-0.048,0.176,-0.35,1.95,2.92,-79.667,-15.256,30.258,0,311
29572,1.008,-0.048,0.172,0.00,1.67,2.85,-79.960,-15.594,30.258,0,391
29592,1.008,-0.048,0.176,0.42,1.18,2.85,-79.748,-15.256,30.258,0,230
29614,1.004,-0.044,0.192,-2.37,0.49,3.20,-78.467,-17.022,30.258,0,181
29634,1.000,-0.064,0.180,0.49,0.42,2.99,-81.465,-21.803,30.347,0,324
29655,1.000,-0.064,0.176,-1.74,1.32,3.48,-79.399,-19.985,30.304,0,351
29676,1.000,-0.068,0.188,-2.71,2.16,2.43,-78.700,-19.887,30.271,0,370
29697,0.996,-0.056,0.168,0.42,2.23,3.06,-79.924,-18.436,30.213,0,383
29718,1.004,-0.056,0.180,2.37,-0.21,2.85,-79.372,-17.283,30.305,0,369
29739,1.000,-0.064,0.176,1.95,0.56,2.02,-79.399,-19.985,30.305,0,369
29759,1.008,-0.056,0.176,0.28,2.23,2.09,-80.148,-17.200,30.305,0,376
29780,1.008,-0.044,0.168,1.11,2.37,2.16,-79.640,-12.530,30.305,0,384
29801,1.008,-0.048,0.180,1.67,1.95,2.37,-79.453,-14.933,30.305,0,374
29822,0.992,-0.052,0.172,0.90,2.09,2.37,-79.739,-16.823,30.435,0,369
29843,0.992,-0.052,0.180,0.42,2.37,2.85,-79.310,-16.115,30.213,0,342
29863,0.992,-0.060,0.180,0.56,2.16,2.99,-79.178,-18.436,30.403,0,335
29885,1.000,-0.060,0.172,2.16,1.95,2.50,-79.682,-19.232,30.468,0,342
29905,1.008,-0.048,0.184,1.32,3.27,2.57,-79.323,-14.622,30.468,0,322
29927,1.004,-0.056,0.168,0.83,2.02,3.20,-78.968,-15.462,30.479,0,310
29947,1.004,-0.060,0.192,1.25,1.46,2.71,-79.623,-17.651,30.479,0,301
29969,1.008,-0.052,0.184,0.56,1.46,2.57,-79.763,-14.037,30.479,0,290
29989,1.004,-0.044,0.180,-0.14,1.88,2.99,-79.549,-13.737,30.479,0,286
30010,1.004,-0.052,0.188,-0.42,2.37,2.92,-79.011,-15.462,30.468,0,308
30031,0.992,-0.060,0.184,-0.28,1.74,2.78,-78.966,-18.062,30.447,0,326
30052,0.996,-0.060,0.184,0.07,0.63,2.50,-79.010,-18.062,30.336,0,341
30073,1.000,-0.060,0.180,0.14,0.49,2.43,-79.262,-18.436,30.424,0,348
30094,1.004,-0.052,0.172,-0.42,0.42,2.57,-79.494,-14.933,30.349,0,348
30114,1.008,-0.048,0.196,-0.97,-0.42,2.23,-78.675,-14.860,30.404,1,315
30136,1.008,-0.056,0.184,-1.11,0.14,2.43,-79.590,-13.737,30.404,1,307
30156,1.004,-0.044,0.172,-3.27,1.39,2.57,-79.978,-14.350,30.404,1,302
30178,1.004,-0.052,0.172,-2.02,0.63,2.85,-79.859,-16.823,30.404,1,376
30198,0.996,-0.064,0.172,-1.81,-0.56,2.50,-79.566,-20.411,30.404,1,286
30219,0.996,-0.060,0.196,-2.78,-1.88,2.57,-78.377,-17.022,30.302,1,215
30240,1.000,-0.060,0.168,0.56,-1.46,2.16,-79.891,-19.655,30.347,1,361
30261,1.004,-0.048,0.160,-2.92,0.42,3.27,-79.095,-18.062,30.325,1,379
30282,1.004,-0.060,0.180,-5.15,1.11,2.64,-79.220,-18.436,30.161,1,377
30303,0.992,-0.052,0.168,-1.74,0.00,2.99,-80.663,-17.104,30.249,1,364
30323,1.008,-0.052,0.176,0.42,-1.81,3.06,-79.687,-16.461,30.249,1,358
30345,1.012,-0.064,0.164,0.90,-1.04,1.95,-80.138,-21.319,30.249,1,359
30365,1.016,-0.052,0.172,-1.25,0.42,2.37,-79.976,-16.823,30.249,1,367
30387,1.012,-0.052,0.176,-1.39,0.42,2.37,-79.727,-16.461,30.249,1,404
30407,1.004,-0.056,0.168,-0.63,-0.28,2.43,-80.003,-18.436,30.257,1,413
30428,0.996,-0.052,0.168,-0.83,-0.49,2.16,-80.380,-18.005,30.239,1,396
30449,0.992,-0.060,0.168,-1.04,-0.83,2.43,-80.112,-21.803,30.260,1,363
30470,1.000,-0.052,0.172,-1.04,-1.25,2.57,-79.819,-16.823,30.181,1,337
30491,1.012,-0.056,0.160,-0.56,-0.90,2.50,-80.497,-19.291,30.424,1,310
30512,1.008,-0.048,0.168,-1.67,0.90,2.92,-80.172,-15.947,30.424,1,300
30532,1.012,-0.056,0.160,-1.32,-0.14,2.64,-80.497,-19.291,30.424,1,291
30554,1.012,-0.056,0.160,-1.18,-0.49,2.64,-80.497,-19.291,30.424,1,287
30574,1.004,-0.060,0.160,-1.53,-0.70,3.13,-80.042,-18.436,30.424,1,305
30596,1.004,-0.056,0.156,-2.50,0.49,3.27,-80.704,-18.436,30.129,1,323
30616,1.004,-0.052,0.160,-2.57,0.77,3.27,-79.893,-20.856,29.927,1,338
30637,1.008,-0.068,0.164,-2.30,0.90,2.78,-80.017,-22.522,30.062,1,345
30658,1.008,-0.060,0.160,-1.53,0.83,2.85,-80.384,-20.558,30.304,1,350
30679,1.004,-0.060,0.164,-1.81,0.56,3.27,-80.139,-20.097,30.114,1,322
30700,1.000,-0.060,0.156,-1.60,0.77,3.41,-80.517,-21.039,30.114,1,320
30721,1.012,-0.052,0.160,-0.90,0.07,3.41,-80.567,-18.005,30.114,1,307
30741,1.008,-0.056,0.164,-1.67,0.49,3.20,-80.530,-18.005,30.114,1,291
30763,1.008,-0.064,0.156,-1.74,0.56,3.27,-80.912,-20.226,30.114,1,303
30783,1.012,-0.056,0.152,-2.78,0.97,2.92,-80.797,-21.543,30.030,1,339
30804,1.000,-0.068,0.152,-1.46,0.35,2.85,-80.552,-24.104,29.863,1,448
30825,1.004,-0.064,0.160,0.07,0.28,2.78,-80.267,-21.803,29.962,1,213
30845,1.000,-0.060,0.160,-1.60,0.00,2.85,-80.309,-20.558,29.941,1,359
30867,1.016,-0.064,0.104,1.18,0.14,3.41,-83.153,-31.610,29.886,1,335
30887,1.016,-0.064,0.164,-1.81,0.83,2.37,-80.176,-21.319,29.886,1,324
30909,0.992,-0.060,0.152,-2.50,0.70,1.60,-81.623,-20.926,29.886,1,318
30929,0.992,-0.048,0.152,0.14,-0.28,2.99,-80.668,-19.748,29.886,1,314
30950,1.020,-0.068,0.148,1.46,0.83,1.95,-81.095,-28.498,29.886,1,329
30971,1.016,-0.064,0.148,0.21,1.39,3.41,-80.988,-23.387,29.858,1,365
30992,1.012,-0.060,0.156,0.14,1.60,2.23,-80.628,-21.039,29.938,1,389
31013,1.000,-0.056,0.152,0.21,1.60,2.16,-80.805,-20.226,29.918,1,407
31034,1.000,-0.060,0.148,0.77,1.04,2.37,-80.932,-22.070,29.962,1,397
31054,1.008,-0.060,0.148,-0.14,1.88,2.64,-81.003,-22.070,29.960,1,342
31076,1.004,-0.056,0.148,-0.07,1.67,2.64,-80.493,-18.005,29.960,1,315
31096,1.004,-0.056,0.152,-0.49,2.16,2.78,-81.498,-21.803,29.960,1,302
31118,1.012,-0.044,0.156,-1.04,1.95,2.92,-80.047,-19.655,29.960,1,301
31138,1.008,-0.068,0.144,-0.21,2.30,2.92,-81.028,-25.280,29.960,1,306
31159,0.996,-0.056,0.156,-0.28,1.46,3.20,-80.558,-19.748,29.983,1,336
31180,1.000,-0.068,0.156,0.21,0.83,2.64,-80.348,-23.554,29.744,1,357
31201,1.004,-0.064,0.152,-1.67,1.67,2.71,-80.677,-22.835,30.035,1,370
31222,1.008,-0.064,0.152,-0.42,1.95,2.99,-80.714,-22.835,29.665,1,381
31243,1.012,-0.064,0.160,-1.25,1.67,2.57,-80.833,-21.543,29.797,1,352
31263,1.000,-0.064,0.156,0.56,1.18,2.37,-80.677,-22.835,29.797,1,340
31285,1.004,-0.060,0.152,-0.63,1.32,2.50,-80.761,-21.543,29.797,1,331
31305,1.000,-0.060,0.156,0.56,0.97,2.57,-80.517,-21.039,29.797,1,331
31327,1.008,-0.060,0.156,0.56,1.25,2.85,-80.591,-21.039,29.797,1,327
31347,1.008,-0.068,0.152,0.00,1.32,2.57,-80.626,-24.104,29.873,1,346
31368,1.004,-0.064,0.148,0.42,1.04,2.78,-80.882,-23.387,29.830,1,363
31389,1.008,-0.068,0.156,-0.14,0.70,2.57,-80.423,-23.554,29.993,1,373
31410,1.004,-0.068,0.156,1.04,0.56,2.37,-80.423,-23.554,29.950,1,491
31431,1.012,-0.068,0.148,2.43,0.70,2.50,-80.912,-20.226,29.895,1,251
31452,1.004,-0.056,0.164,0.90,0.77,2.57,-80.213,-18.855,29.850,1,327
31472,1.004,-0.056,0.120,2.09,-0.07,3.06,-82.492,-25.019,29.850,1,326
31494,1.008,-0.072,0.168,1.53,-0.28,1.88,-79.728,-23.200,29.850,1,316
31514,0.996,-0.044,0.140,-3.48,1.95,2.57,-81.624,-17.448,29.850,1,312
31536,0.996,-0.056,0.140,0.97,-0.49,3.62,-81.397,-21.803,29.805,1,338
31556,1.016,-0.072,0.144,3.48,0.28,3.06,-81.297,-25.908,30.026,1,359
31577,1.008,-0.060,0.148,0.90,1.88,3.13,-80.876,-20.226,30.049,1,375
31598,1.012,-0.064,0.156,1.67,1.74,2.50,-80.750,-22.835,30.063,1,393
31619,1.008,-0.056,0.152,1.32,1.81,2.02,-80.876,-20.226,29.799,1,380
31639,0.996,-0.056,0.144,1.67,1.18,2.50,-81.188,-21.252,29.878,1,369
31661,0.992,-0.064,0.148,2.16,0.70,2.71,-80.774,-23.387,29.878,1,345
31681,1.000,-0.048,0.140,0.35,1.25,3.20,-81.587,-18.926,29.878,1,333
31703,0.996,-0.052,0.148,0.28,1.18,3.13,-81.055,-19.360,29.878,1,323
31723,1.004,-0.048,0.136,0.07,1.95,3.27,-79.881,-15.594,29.878,1,345
31744,1.004,-0.056,0.160,-1.25,2.92,3.34,-81.209,-22.622,29.908,1,352
31765,1.008,-0.052,0.140,-0.42,1.11,4.10,-80.213,-18.855,30.041,1,350
31785,0.996,-0.072,0.136,-0.70,0.14,3.83,-81.223,-27.899,29.862,1,352
31807,1.012,-0.060,0.144,-1.18,0.28,3.69,-81.243,-22.622,29.774,1,335
31827,1.012,-0.056,0.148,-0.70,0.97,3.83,-81.119,-20.727,29.629,1,309
31848,1.008,-0.060,0.148,-1.74,0.21,3.97,-81.003,-22.070,29.629,1,290
31869,1.008,-0.068,0.132,-0.21,0.07,3.20,-81.626,-27.257,29.629,1,279
31890,0.988,-0.056,0.144,-1.25,0.63,3.83,-81.925,-23.631,29.629,1,269
31911,0.992,-0.060,0.132,0.49,0.83,4.45,-81.089,-25.908,29.629,1,296
31932,1.000,-0.068,0.140,0.21,0.35,4.10,-81.492,-25.203,29.730,1,306
31952,1.004,-0.072,0.136,0.07,1.11,3.83,-81.292,-27.899,29.632,1,317
31974,0.996,-0.064,0.140,0.14,0.77,3.41,-81.220,-24.569,29.883,1,327
31994,1.012,-0.072,0.144,0.14,0.70,3.41,-80.967,-26.567,29.720,0,383
32016,1.008,-0.072,0.148,1.18,0.00,3.06,-80.733,-25.944,29.688,0,256
32036,1.000,-0.068,0.152,0.83,-0.97,3.41,-80.552,-24.104,29.688,0,208
32057,1.000,-0.064,0.148,2.99,-1.32,3.06,-82.879,-30.653,29.688,0,279
32078,1.004,-0.056,0.124,1.88,-3.13,3.97,-80.022,-21.319,29.688,0,276
32099,1.008,-0.080,0.128,-0.14,0.07,2.71,-82.062,-27.302,29.688,0,294
32120,0.992,-0.060,0.136,-1.39,0.28,4.03,-81.484,-23.808,29.602,0,320
32141,1.012,-0.072,0.144,2.16,-1.88,2.78,-80.967,-26.567,29.634,0,342
32161,1.008,-0.076,0.132,1.95,-0.28,2.37,-81.413,-29.934,29.568,0,364
32183,1.012,-0.064,0.136,1.18,0.83,2.50,-81.558,-25.203,29.505,0,379
32203,1.020,-0.056,0.144,1.60,0.83,2.99,-81.393,-21.252,29.633,0,365
32225,1.016,-0.060,0.136,1.46,0.42,3.27,-81.413,-23.200,29.633,0,348
32245,1.008,-0.060,0.132,1.53,0.77,2.78,-81.289,-24.569,29.633,0,317
32266,1.008,-0.068,0.136,0.70,0.83,1.95,-81.155,-23.964,29.633,0,289
32287,1.008,-0.060,0.148,1.04,0.56,2.37,-81.003,-22.070,29.633,0,294
32308,1.008,-0.064,0.124,1.67,0.42,3.20,-82.124,-27.302,29.581,0,318
32328,1.004,-0.064,0.140,0.07,0.83,2.99,-81.289,-24.569,29.582,0,339
32350,1.000,-0.064,0.112,-0.49,-0.28,3.27,-82.656,-29.747,29.582,0,358
32370,1.004,-0.076,0.144,0.97,-1.32,2.50,-80.794,-27.826,29.681,0,368
32392,1.008,-0.072,0.132,0.97,-2.16,2.30,-81.073,-22.070,29.734,0,340
32412,1.020,-0.068,0.140,0.90,-2.43,2.37,-81.832,-22.382,29.734,0,327
32433,1.024,-0.068,0.132,0.70,-1.53,2.43,-81.755,-27.257,29.734,0,315
32454,1.016,-0.060,0.136,1.04,-1.81,2.23,-81.682,-23.808,29.734,0,307
32475,1.012,-0.064,0.128,1.53,-1.11,2.09,-81.957,-26.567,29.734,0,309
32496,0.996,-0.064,0.124,0.70,-0.21,1.95,-82.031,-27.302,29.375,0,338
32517,1.000,-0.064,0.132,0.35,0.07,2.50,-81.660,-25.868,29.653,0,362
32537,1.004,-0.064,0.112,0.70,0.00,2.85,-82.124,-27.302,29.594,0,367
32559,1.004,-0.060,0.128,0.49,0.35,2.78,-82.255,-25.823,29.616,0,364
32579,1.012,-0.056,0.124,0.42,0.70,2.37,-82.522,-25.019,29.552,0,337
32601,1.012,-0.064,0.128,-0.14,1.60,2.43,-81.957,-26.567,29.552,0,322
32621,1.016,-0.064,0.120,-0.63,2.09,2.30,-82.382,-28.075,29.552,0,420
32642,1.012,-0.060,0.128,1.18,1.95,2.02,-82.054,-25.117,29.552,0,158
32663,1.020,-0.056,0.140,0.70,1.60,1.88,-81.597,-21.803,29.552,0,295
32684,1.016,-0.068,0.084,1.67,1.04,2.37,-83.934,-38.994,29.413,0,335
32705,1.012,-0.072,0.136,0.83,0.83,2.02,-81.144,-30.468,29.741,0,352
32726,1.012,-0.072,0.136,-2.30,1.60,1.53,-82.907,-30.653,29.586,0,367
32746,1.004,-0.052,0.124,1.53,-0.90,2.64,-82.224,-25.823,29.684,0,378
32768,1.024,-0.072,0.120,4.03,-2.16,0.97,-82.224,-30.966,29.608,0,363
32788,1.024,-0.064,0.124,3.20,-0.07,1.46,-82.246,-27.302,29.663,0,358
32809,1.020,-0.052,0.128,2.85,1.04,1.81,-82.292,-22.111,29.663,0,363
32830,1.020,-0.044,0.124,1.74,0.97,2.37,-82.656,-19.538,29.663,0,359
32850,1.016,-0.048,0.128,2.02,1.25,2.50,-82.343,-20.558,29.663,0,341
32872,1.008,-0.048,0.120,1.32,1.74,2.71,-82.980,-26.567,29.828,0,337
32892,1.012,-0.064,0.116,0.77,2.71,2.50,-82.155,-27.302,29.938,0,332
32914,1.004,-0.060,0.124,0.63,3.55,1.46,-82.666,-25.771,29.873,0,338
32934,1.012,-0.052,0.132,1.67,3.83,2.64,-82.026,-21.503,29.809,0,346
32955,1.020,-0.052,0.104,2.16,5.70,2.64,-83.503,-26.567,29.870,0,332
32976,1.012,-0.048,0.128,0.35,5.43,3.06,-82.313,-20.558,29.826,0,313
32997,1.016,-0.064,0.120,3.13,4.31,2.64,-82.382,-28.075,29.826,0,299
33018,1.016,-0.048,0.124,0.56,4.17,3.13,-82.550,-21.163,29.826,0,289
33039,1.016,-0.052,0.132,0.97,3.90,3.62,-81.915,-24.446,29.826,0,282
33059,1.012,-0.056,0.136,2.43,3.76,3.20,-81.737,-22.382,29.837,0,306
33081,1.012,-0.056,0.136,1.32,4.45,2.64,-81.927,-19.441,29.806,0,320
33101,1.008,-0.056,0.136,0.42,4.66,2.92,-81.705,-22.382,29.937,0,330
33123,1.008,-0.064,0.128,2.23,3.90,4.03,-81.926,-26.567,29.837,0,342
33143,1.016,-0.052,0.136,1.32,3.83,3.41,-81.851,-20.926,29.903,0,328
33164,1.012,-0.052,0.132,1.32,3.69,3.41,-82.026,-21.503,29.960,0,319
33185,1.012,-0.048,0.136,1.25,2.85,3.48,-81.895,-19.441,29.960,0,306
33206,1.004,-0.052,0.140,1.04,2.71,2.50,-81.476,-18.436,29.960,0,287
33227,1.016,-0.056,0.140,0.56,3.27,3.13,-81.755,-17.448,29.960,0,282
33248,1.012,-0.064,0.140,0.07,4.03,3.62,-81.357,-24.569,29.960,0,314
33268,1.008,-0.072,0.136,0.90,3.20,3.06,-81.326,-27.899,29.959,0,430
33290,1.008,-0.068,0.144,0.97,2.71,2.99,-81.028,-25.280,29.946,0,193
33310,1.004,-0.064,0.156,-0.63,2.30,3.20,-80.472,-22.308,29.860,0,352
33332,1.016,-0.056,0.104,2.43,1.95,3.83,-83.375,-28.303,29.871,0,346
33352,1.020,-0.064,0.152,-0.63,2.57,3.41,-80.821,-22.835,30.000,0,333
33373,1.008,-0.060,0.140,-0.90,3.83,3.20,-81.878,-22.990,30.000,0,327
33394,1.000,-0.048,0.140,1.60,2.02,3.83,-81.442,-18.436,30.000,0,318
33415,1.016,-0.076,0.136,2.99,1.18,2.50,-81.288,-29.200,30.000,0,323
33435,1.008,-0.068,0.152,2.57,2.85,2.78,-80.626,-24.104,30.000,0,352
33457,1.012,-0.060,0.140,1.67,3.69,2.92,-81.447,-23.200,30.044,0,385
33477,1.004,-0.056,0.144,0.83,3.27,2.30,-81.257,-21.252,29.862,0,407
33499,1.008,-0.064,0.144,2.78,2.09,2.09,-81.121,-23.964,29.919,0,401
33519,1.012,-0.056,0.136,1.25,3.13,3.13,-81.231,-17.970,29.915,0,362
33540,1.008,-0.052,0.148,1.04,3.69,3.27,-81.084,-20.727,29.999,0,311
33561,1.016,-0.060,0.144,1.53,4.38,2.85,-82.085,-25.117,29.999,0,288
33582,1.004,-0.052,0.160,0.83,3.62,2.50,-80.493,-18.005,29.999,0,278
33603,1.008,-0.052,0.132,1.60,4.38,2.50,-81.994,-21.503,29.999,0,279
33624,1.012,-0.056,0.156,1.32,2.85,3.27,-80.705,-19.748,29.999,0,292
33644,1.004,-0.060,0.144,-0.63,3.27,3.34,-81.174,-22.622,30.120,0,317
33666,1.004,-0.060,0.144,1.18,2.50,3.13,-81.174,-22.622,30.051,0,335
33686,1.012,-0.060,0.152,-0.14,3.48,3.20,-80.797,-21.543,30.042,0,347
33708,1.008,-0.060,0.144,-0.77,3.55,2.85,-80.797,-21.543,29.968,0,352
33728,1.004,-0.064,0.164,-0.35,2.64,2.43,-80.358,-17.594,30.023,0,326
33748,1.008,-0.056,0.152,-0.56,2.16,3.34,-80.876,-20.226,30.023,0,316
33770,1.008,-0.056,0.152,-0.77,2.23,3.83,-80.876,-20.226,30.023,0,309
33790,1.008,-0.056,0.152,-0.70,2.43,3.69,-80.876,-20.226,30.023,0,303
33812,1.008,-0.056,0.144,-1.18,2.37,3.62,-81.292,-21.252,30.023,0,311
33832,1.008,-0.056,0.148,-1.32,2.23,3.27,-81.084,-20.727,29.976,0,346
33853,1.008,-0.060,0.156,-0.63,1.74,3.13,-80.472,-22.308,29.959,0,345
33874,1.008,-0.060,0.160,-1.53,2.02,2.85,-80.714,-22.835,29.942,0,354
33895,0.996,-0.060,0.152,-1.11,2.50,2.09,-80.472,-22.308,29.865,0,362
33916,1.012,-0.064,0.152,-0.49,2.37,2.99,-80.750,-22.835,29.922,0,473
33937,1.004,-0.060,0.160,-1.53,2.92,2.64,-80.347,-20.558,29.922,0,186
33957,1.008,-0.064,0.176,-0.49,1.53,3.13,-79.481,-19.985,29.922,0,272
